区域名称,阵风（级）,能见度（公里）,最大湿度（百分比）,风向,紫外线（指数）,最低能见度（公里）,浪高(米),降雨量（毫米）,阵风风向,湿度（百分比）,最低温度（摄氏度）,风力（级）,最高温度（摄氏度）
4,5,10,95,1,0,2.0,0.0,0.0,1,65,20,3,27
5,6,15,85,7,0,5.0,0.0,0.0,7,55,11,3,18
5,7,15,90,7,0,5.0,0.0,1.0,7,60,12,4,17
5,7,15,95,7,0,5.0,0.0,10.0,7,75,14,4,19
5,6,15,95,1,0,5.0,0.0,1.0,1,75,19,4,24
5,5,10,95,1,0,2.0,0.0,0.0,1,65,20,3,27
6,6,15,85,7,0,5.0,0.0,0.0,7,55,11,3,18
6,7,15,90,7,0,5.0,0.0,1.0,7,60,12,4,17
6,7,15,95,7,0,5.0,0.0,10.0,7,75,14,4,19
6,6,15,95,1,0,5.0,0.0,1.0,1,75,19,4,24
6,5,10,95,1,0,2.0,0.0,0.0,1,65,20,3,27
7,6,15,85,7,0,5.0,0.0,0.0,7,55,11,3,18
7,7,15,90,7,0,5.0,0.0,1.0,7,60,12,4,17
7,7,15,95,7,0,5.0,0.0,10.0,7,75,14,4,19
7,6,15,95,1,0,5.0,0.0,1.0,1,75,19,4,24
7,5,10,95,1,0,2.0,0.0,0.0,1,65,20,3,27
2,7,15,90,7,0,5.0,0.0,1.0,7,60,12,3,18
2,7,15,95,7,0,5.0,0.0,10.0,7,75,14,4,19
2,6,15,95,1,0,5.0,0.0,0.1,1,75,19,4,24
2,5,10,90,5,0,2.0,0.0,0.0,5,60,20,3,26
2,6,10,90,1,0,2.0,0.0,0.0,1,60,19,3,25
3,7,15,90,7,0,5.0,0.0,1.0,7,60,12,3,18
3,7,15,95,7,0,5.0,0.0,10.0,7,75,14,4,19
3,5,15,95,1,0,5.0,0.0,0.1,1,75,19,4,24
3,5,10,90,5,0,2.0,0.0,0.0,5,60,20,3,26
3,5,10,90,1,0,2.0,0.0,0.0,1,60,19,3,25
4,7,15,90,7,0,5.0,0.0,1.0,7,60,12,3,18
4,7,15,95,7,0,5.0,0.0,10.0,7,75,14,4,19
4,6,15,95,1,0,5.0,0.0,0.1,1,75,19,4,24
4,5,10,90,5,0,2.0,0.0,0.0,5,60,20,3,26
4,6,10,90,1,0,2.0,0.0,0.0,1,60,19,3,25
5,7,15,90,7,0,5.0,0.0,1.0,7,60,12,3,18
5,7,15,95,7,0,5.0,0.0,10.0,7,75,14,4,19
5,6,15,95,1,0,5.0,0.0,0.1,1,75,19,4,24
5,5,10,90,5,0,2.0,0.0,0.0,5,60,20,3,26
5,6,10,90,1,0,2.0,0.0,0.0,1,60,19,3,25
6,7,15,90,7,0,5.0,0.0,1.0,7,60,12,3,18
6,7,15,95,7,0,5.0,0.0,10.0,7,75,14,4,19
6,6,15,95,1,0,5.0,0.0,0.1,1,75,19,4,24
6,5,10,90,5,0,2.0,0.0,0.0,5,60,20,3,26
6,6,10,90,1,0,2.0,0.0,0.0,1,60,19,3,25
7,7,15,90,7,0,5.0,0.0,1.0,7,60,12,3,18
7,7,15,95,7,0,5.0,0.0,10.0,7,75,14,4,19
7,5,15,95,1,0,5.0,0.0,0.1,1,75,19,4,24
7,5,10,90,5,0,2.0,0.0,0.0,5,60,20,3,26
7,5,10,90,1,0,2.0,0.0,0.0,1,60,19,3,25
2,7,10,95,7,0,2.0,0.0,10.0,7,75,14,4,19
2,7,10,95,1,0,2.0,0.0,0.1,1,75,19,3,24
2,6,10,95,5,0,2.0,0.0,0.0,5,70,20,3,26
2,5,10,95,5,0,2.0,0.0,0.0,5,65,19,3,25
2,5,10,90,1,0,3.0,0.0,0.0,1,60,18,3,24
3,7,10,95,7,0,2.0,0.0,10.0,7,75,14,4,19
3,7,10,95,1,0,2.0,0.0,0.1,1,75,19,3,24
3,6,10,95,5,0,2.0,0.0,0.0,5,70,20,3,26
3,5,10,95,5,0,2.0,0.0,0.0,5,65,19,3,25
3,5,10,90,1,0,3.0,0.0,0.0,1,60,18,3,24
4,7,10,95,7,0,2.0,0.0,10.0,7,75,14,4,19
4,7,10,95,1,0,2.0,0.0,0.1,1,75,19,3,24
4,6,10,95,5,0,2.0,0.0,0.0,5,70,20,3,26
4,5,10,95,5,0,2.0,0.0,0.0,5,65,19,3,25
4,5,10,90,1,0,3.0,0.0,0.0,1,60,18,3,24
5,7,10,95,7,0,2.0,0.0,10.0,7,75,14,4,19
5,6,10,95,1,0,2.0,0.0,0.1,1,75,19,3,24
5,5,10,95,5,0,2.0,0.0,0.0,5,70,20,3,26
5,5,10,95,5,0,2.0,0.0,0.0,5,65,19,3,25
5,5,10,90,1,0,3.0,0.0,0.0,1,60,18,3,24
6,7,10,95,7,0,2.0,0.0,10.0,7,75,14,4,19
6,6,10,95,1,0,2.0,0.0,0.1,1,75,19,3,24
6,5,10,95,5,0,2.0,0.0,0.0,5,70,20,3,26
6,5,10,95,5,0,3.0,0.0,0.0,5,65,19,3,25
6,5,10,90,1,0,3.0,0.0,0.0,1,60,18,3,24
7,7,10,95,7,0,2.0,0.0,10.0,7,75,14,4,19
7,6,10,95,1,0,2.0,0.0,0.1,1,75,19,3,24
7,5,10,95,5,0,2.0,0.0,0.0,5,70,20,3,26
7,5,10,95,5,0,2.0,0.0,0.0,5,65,19,3,25
7,5,10,90,1,0,3.0,0.0,0.0,1,60,18,3,24
2,6,10,95,5,0,2.0,0.0,0.0,5,80,20,3,26
2,6,10,95,5,0,2.0,0.0,0.0,5,80,20,3,25
2,6,10,95,5,0,3.0,0.0,0.0,5,80,18,3,24
2,6,10,95,1,0,2.0,0.0,0.0,1,85,18,3,23
3,6,15,90,1,0,8.0,0.0,0.0,1,75,16,3,22
4,6,15,90,1,0,8.0,0.0,0.0,1,75,16,3,22
5,5,10,95,1,0,2.0,0.0,0.0,1,70,18,3,23
5,5,10,95,5,0,2.0,0.0,0.0,5,65,20,3,26
5,5,10,95,5,0,2.0,0.0,0.0,5,65,20,3,25
5,5,10,95,5,0,3.0,0.0,0.0,5,60,18,3,24
6,5,10,95,1,0,2.0,0.0,0.0,1,70,18,3,23
6,5,10,95,5,0,2.0,0.0,0.0,5,65,20,3,26
6,5,10,95,5,0,2.0,0.0,0.0,5,65,20,3,25
6,5,10,95,5,0,3.0,0.0,0.0,5,60,18,3,24
7,5,10,95,1,0,2.0,0.0,0.0,1,70,18,3,23
7,5,10,95,5,0,2.0,0.0,0.0,5,65,20,3,26
7,5,10,95,5,0,2.0,0.0,0.0,5,65,20,3,25
7,5,10,95,5,0,3.0,0.0,0.0,5,60,18,3,24
2,6,10,95,5,0,5.0,1.25,0.0,5,65,20,4,26
2,6,10,95,5,0,5.0,1.25,0.0,5,65,19,4,25
2,6,10,95,5,0,5.0,1.25,0.0,5,60,18,4,24
2,7,15,90,1,0,8.0,1.5,0.0,1,55,17,5,23
2,6,15,85,7,0,8.0,1.25,0.0,7,55,15,4,22
3,6,10,95,5,0,5.0,1.25,0.0,5,65,20,4,26
3,6,10,95,5,0,5.0,1.25,0.0,5,65,19,4,25
3,6,10,95,5,0,5.0,1.25,0.0,5,60,18,4,24
3,7,15,90,1,0,8.0,1.5,0.0,1,55,17,5,23
3,6,15,85,7,0,8.0,1.25,0.0,7,55,15,4,22
4,6,10,95,5,0,5.0,1.25,0.0,5,65,20,4,26
4,6,10,95,5,0,5.0,1.25,0.0,5,65,19,4,25
4,6,10,95,5,0,5.0,1.25,0.0,5,60,18,4,24
4,7,15,90,1,0,8.0,1.5,0.0,1,55,17,5,23
4,6,15,85,7,0,8.0,1.25,0.0,7,55,15,4,22
5,6,10,95,5,0,5.0,1.25,0.0,5,65,20,4,26
5,6,10,95,5,0,5.0,1.25,0.0,5,65,19,4,25
5,6,10,95,5,0,5.0,1.25,0.0,5,60,18,4,24
5,7,15,90,1,0,8.0,1.5,0.0,1,55,17,5,23
5,6,15,85,7,0,8.0,1.25,0.0,7,55,15,4,22
6,6,10,95,5,0,5.0,1.25,0.0,5,65,20,4,26
6,6,10,95,5,0,5.0,1.25,0.0,5,65,19,4,25
6,6,10,95,5,0,5.0,1.25,0.0,5,60,18,4,24
6,7,15,90,1,0,8.0,1.5,0.0,1,55,17,5,23
6,6,15,85,7,0,8.0,1.25,0.0,7,55,15,4,22
7,6,10,95,5,0,5.0,1.25,0.0,5,65,20,4,26
7,6,10,95,5,0,5.0,1.25,0.0,5,65,19,4,25
7,6,10,95,5,0,5.0,1.25,0.0,5,60,18,4,24
7,7,15,90,1,0,8.0,1.5,0.0,1,55,17,5,23
7,6,15,85,7,0,8.0,1.25,0.0,7,55,15,4,22
2,6,10,95,2,0,5.0,0.0,0.0,2,65,19,3,25
2,6,10,95,2,0,5.0,0.0,0.0,2,60,19,3,24
2,6,15,85,1,0,8.0,0.0,0.0,1,50,16,3,21
2,6,15,80,1,0,8.0,0.0,0.0,1,50,16,3,21
3,6,10,95,2,0,5.0,0.0,0.0,2,65,19,3,25
3,6,10,95,2,0,5.0,0.0,0.0,2,60,19,3,24
3,6,15,85,1,0,8.0,0.0,0.0,1,50,16,3,21
3,6,15,80,1,0,8.0,0.0,0.0,1,50,16,3,21
4,6,10,95,2,0,5.0,0.0,0.0,2,65,19,3,25
4,6,10,95,2,0,5.0,0.0,0.0,2,60,19,3,24
4,6,15,85,1,0,8.0,0.0,0.0,1,50,16,3,21
4,6,15,80,1,0,8.0,0.0,0.0,1,50,16,3,21
5,6,10,95,2,0,5.0,0.0,0.0,2,65,19,3,25
5,6,10,95,2,0,5.0,0.0,0.0,2,60,19,3,24
5,6,15,85,1,0,8.0,0.0,0.0,1,50,16,3,21
5,6,15,80,1,0,8.0,0.0,0.0,1,50,16,3,21
6,6,10,95,2,0,5.0,0.0,0.0,2,65,19,3,25
6,6,10,95,2,0,5.0,0.0,0.0,2,60,19,3,24
6,6,15,85,1,0,8.0,0.0,0.0,1,50,16,3,21
6,6,15,80,1,0,8.0,0.0,0.0,1,50,16,3,21
7,6,10,95,2,0,5.0,0.0,0.0,2,65,19,3,25
7,6,10,95,2,0,5.0,0.0,0.0,2,60,19,3,24
7,6,15,85,1,0,8.0,0.0,0.0,1,50,16,3,21
7,6,15,80,1,0,8.0,0.0,0.0,1,50,16,3,21
2,4,10,95,1,0,5.0,0.0,0.0,1,60,18,3,24
2,4,10,95,1,0,5.0,0.0,0.0,1,65,17,3,24
2,4,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
2,4,10,90,7,0,5.0,0.0,0.0,7,60,15,3,20
2,4,10,85,7,0,5.0,0.0,0.0,7,60,15,3,20
3,4,10,95,1,0,5.0,0.0,0.0,1,60,18,3,23
3,4,10,95,1,0,8.0,0.0,0.0,1,65,17,3,22
3,4,15,85,1,0,5.0,0.0,0.0,1,60,15,3,21
3,5,15,90,7,0,6.0,0.0,0.0,7,60,15,3,20
3,4,12,85,7,0,8.0,0.0,0.0,7,60,14,3,21
4,4,10,95,1,0,5.0,0.0,0.0,1,60,18,3,23
4,4,10,95,1,0,5.0,0.0,0.0,1,65,17,3,22
4,4,15,85,1,0,5.0,0.0,0.0,1,60,15,3,21
4,5,15,90,7,0,6.0,0.0,0.0,7,60,15,3,20
4,4,12,85,7,0,8.0,0.0,0.0,7,60,14,3,21
5,4,10,95,1,0,5.0,0.0,0.0,1,60,18,3,23
5,4,10,95,1,0,5.0,0.0,0.0,1,65,17,3,22
5,5,15,85,1,0,5.0,0.0,0.0,1,60,15,3,21
5,5,15,90,7,0,6.0,0.0,0.0,7,60,15,3,20
5,4,12,85,7,0,8.0,0.0,0.0,7,60,14,3,21
6,4,10,95,1,0,5.0,0.0,0.0,1,60,18,3,23
6,4,10,95,1,0,5.0,0.0,0.0,1,65,17,3,22
6,4,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
6,5,15,90,7,0,6.0,0.0,0.0,7,60,15,3,20
6,4,12,85,7,0,8.0,0.0,0.0,7,60,14,3,21
7,4,10,95,1,0,5.0,0.0,0.0,1,60,18,3,23
7,4,10,95,1,0,5.0,0.0,0.0,1,65,17,3,22
7,4,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
7,4,10,90,7,0,5.0,0.0,0.0,7,60,15,3,20
7,4,10,85,7,0,5.0,0.0,0.0,7,60,14,3,21
2,5,10,95,1,0,5.0,0.0,0.0,1,65,17,3,24
2,7,10,85,1,0,5.0,1.25,0.0,1,60,15,4,21
2,7,10,90,7,0,5.0,1.25,0.0,7,60,16,4,20
2,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,22
2,7,10,85,7,0,5.0,1.25,0.0,7,60,14,4,22
3,5,10,95,1,0,5.0,0.0,0.0,1,65,17,3,24
3,7,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
3,7,10,90,7,0,5.0,0.0,0.0,7,60,16,3,20
3,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,22
3,7,10,85,7,0,5.0,0.0,0.0,7,60,14,3,22
4,5,10,95,1,0,5.0,0.0,0.0,1,65,17,3,24
4,7,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
4,7,10,90,7,0,5.0,0.0,0.0,7,60,16,3,20
4,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,22
4,7,10,85,7,0,5.0,0.0,0.0,7,60,14,3,22
5,5,10,95,1,0,5.0,0.0,0.0,1,65,17,3,24
5,6,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
5,6,10,90,7,0,5.0,0.0,0.0,7,60,16,3,20
5,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,22
5,6,10,85,7,0,5.0,0.0,0.0,7,60,14,3,22
6,5,10,95,1,0,5.0,0.0,0.0,1,65,17,3,24
6,6,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
6,6,10,90,7,0,5.0,0.0,0.0,7,60,16,3,20
6,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,22
6,6,10,85,7,0,5.0,0.0,0.0,7,60,14,3,22
7,5,10,95,1,0,5.0,0.0,0.0,1,65,17,3,24
7,6,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
7,6,10,90,7,0,5.0,0.0,0.0,7,60,16,3,20
7,5,10,85,1,0,5.0,0.5,0.0,1,60,15,3,22
7,6,10,85,7,0,5.0,0.0,0.0,7,60,14,3,22
2,6,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
2,6,10,85,1,0,5.0,0.0,0.0,1,60,15,3,22
2,6,10,85,7,0,5.0,0.0,0.0,7,50,15,3,22
3,6,10,90,7,0,5.0,0.0,0.0,7,60,16,3,20
3,6,10,85,1,0,5.0,0.0,0.0,1,60,17,3,24
4,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
4,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,22
5,4,10,85,1,0,5.0,0.0,0.0,1,60,17,3,24
6,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
6,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,22
6,5,10,85,7,0,5.0,0.0,0.0,7,50,15,3,22
7,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
7,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,22
7,5,10,85,7,0,5.0,0.0,0.0,7,50,15,3,22
4,5,10,85,7,0,5.0,0.0,0.0,7,50,15,3,22
5,4,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
5,4,10,90,7,0,5.0,0.0,0.0,7,60,16,3,20
5,4,10,85,1,0,5.0,0.0,0.0,1,60,15,3,22
5,4,10,85,7,0,5.0,0.0,0.0,7,50,15,3,22
2,6,10,90,7,0,5.0,0.0,0.0,7,60,16,3,19
2,6,10,85,1,0,5.0,0.0,0.0,1,60,15,4,20
2,7,10,85,7,0,5.0,0.0,0.0,7,50,15,4,21
2,6,10,90,1,0,5.0,0.0,0.1,1,65,17,4,22
2,7,10,90,1,0,5.0,0.0,0.0,1,60,19,3,22
3,6,10,90,7,0,5.0,0.0,0.0,7,60,16,3,19
3,6,10,85,1,0,5.0,0.0,0.0,1,60,15,4,20
3,6,10,85,7,0,5.0,0.0,0.0,7,50,15,4,21
3,6,10,90,1,0,5.0,0.0,0.1,1,65,17,4,22
3,6,10,90,1,0,5.0,0.0,0.0,1,60,19,3,22
4,6,10,90,7,0,5.0,0.0,0.0,7,60,16,3,19
4,6,10,85,1,0,5.0,0.0,0.0,1,60,15,4,20
4,6,10,85,7,0,5.0,0.0,0.0,7,50,15,4,21
4,6,10,90,1,0,5.0,0.0,0.1,1,65,17,4,22
4,6,10,90,1,0,5.0,0.0,0.0,1,60,19,3,22
5,6,10,90,7,0,5.0,0.0,0.0,7,60,16,3,19
5,6,10,85,1,0,5.0,0.0,0.0,1,60,15,4,20
5,6,10,85,7,0,5.0,0.0,0.0,7,50,15,4,21
5,6,10,90,1,0,5.0,0.0,0.1,1,65,17,4,22
5,6,10,90,1,0,5.0,0.0,0.0,1,60,19,3,22
6,6,10,90,7,0,5.0,0.0,0.0,7,60,16,3,19
6,6,10,85,1,0,5.0,0.0,0.0,1,60,15,4,20
6,6,10,85,7,0,5.0,0.0,0.0,7,50,15,4,21
6,6,10,90,1,0,5.0,0.0,0.1,1,65,17,4,22
6,6,10,90,1,0,5.0,0.0,0.0,1,60,19,3,22
7,6,10,90,7,0,5.0,0.0,0.0,7,60,16,3,19
7,6,10,85,1,0,5.0,0.0,0.0,1,60,15,4,20
7,6,10,85,7,0,5.0,0.0,0.0,7,50,15,4,21
7,6,10,90,1,0,5.0,0.0,0.1,1,65,17,4,22
7,6,10,90,1,0,5.0,0.0,0.0,1,60,19,3,22
2,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
2,6,10,85,7,0,5.0,0.0,0.0,7,50,15,3,22
2,5,10,90,1,0,5.0,0.0,0.0,1,65,17,3,23
2,5,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
2,6,10,90,1,0,5.0,0.0,0.0,1,50,15,3,22
3,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
3,6,10,85,7,0,5.0,0.0,0.0,7,50,15,3,22
3,5,10,90,1,0,5.0,0.0,0.0,1,65,17,3,23
3,5,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
3,6,10,90,1,0,5.0,0.0,0.0,1,50,15,3,22
4,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
4,6,10,85,7,0,5.0,0.0,0.0,7,50,15,3,22
4,5,10,90,1,0,5.0,0.0,0.0,1,65,17,3,23
4,5,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
4,6,10,90,1,0,5.0,0.0,0.0,1,50,15,3,22
5,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
5,6,10,85,7,0,5.0,0.0,0.0,7,50,15,3,22
5,5,10,90,1,0,5.0,0.0,0.0,1,65,17,3,23
5,5,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
5,6,10,90,1,0,5.0,0.0,0.0,1,50,15,3,22
6,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
6,6,10,85,7,0,5.0,0.0,0.0,7,50,15,3,22
6,5,10,90,1,0,5.0,0.0,0.0,1,65,17,3,23
6,5,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
6,6,10,90,1,0,5.0,0.0,0.0,1,50,15,3,22
7,5,10,85,1,0,5.0,0.0,0.0,1,60,15,3,21
7,6,10,85,7,0,5.0,0.0,0.0,7,50,15,3,22
7,5,10,90,1,0,5.0,0.0,0.0,1,65,17,3,23
7,5,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
7,6,10,90,1,0,5.0,0.0,0.0,1,50,15,3,22
2,6,12,95,7,0,8.0,1.25,0.0,7,55,15,4,21
2,5,10,95,1,0,8.0,0.0,0.0,1,55,17,3,23
2,4,10,90,1,0,8.0,0.0,0.0,1,55,16,3,22
2,5,10,90,1,0,5.0,0.0,0.0,1,50,15,3,22
2,5,10,75,7,0,5.0,0.0,0.0,7,50,14,4,20
3,6,10,95,7,0,5.0,1.25,0.0,7,55,15,4,21
3,5,10,95,1,0,8.0,0.0,0.0,1,55,17,3,23
3,4,10,90,1,0,8.0,0.0,0.0,1,55,16,3,22
3,4,10,90,1,0,5.0,0.0,0.0,1,50,15,3,22
3,5,10,75,7,0,5.0,0.0,0.0,7,50,14,4,20
4,5,10,95,7,0,5.0,1.25,0.0,7,55,15,4,21
4,4,10,95,1,0,8.0,0.0,0.0,1,55,17,3,23
4,4,10,90,1,0,8.0,0.0,0.0,1,55,16,3,22
4,4,10,90,1,0,5.0,0.0,0.0,1,50,15,3,22
4,5,10,75,7,0,5.0,0.0,0.0,7,50,14,4,20
5,5,10,95,7,0,5.0,0.0,0.0,7,55,15,3,21
5,4,10,95,1,0,5.0,0.0,0.0,1,55,17,3,23
5,4,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
5,4,10,90,1,0,5.0,0.0,0.0,1,50,15,3,22
5,5,10,75,7,0,5.0,0.0,0.0,7,50,14,4,20
6,4,10,95,7,0,5.0,0.0,0.0,7,55,15,3,21
6,4,10,95,1,0,5.0,0.0,0.0,1,55,17,3,23
6,4,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
6,5,10,90,1,0,5.0,0.0,0.0,1,50,15,3,22
6,5,10,75,7,0,5.0,0.0,0.0,7,50,14,4,20
7,4,10,95,7,0,5.0,0.0,0.0,7,55,15,3,21
7,4,10,95,1,0,5.0,0.0,0.0,1,55,17,3,23
7,4,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
7,4,10,90,1,0,5.0,0.0,0.0,1,50,15,3,22
7,5,10,75,7,0,5.0,0.0,0.0,7,50,14,4,20
2,6,10,95,1,0,5.0,1.25,0.0,1,55,17,4,23
2,6,10,90,1,0,5.0,1.25,0.0,1,55,16,4,22
2,6,10,90,1,0,5.0,1.5,0.0,1,50,15,5,22
2,7,10,95,7,0,5.0,1.5,1.0,7,55,14,5,21
2,7,10,95,7,0,5.0,1.5,3.0,7,55,14,5,20
3,6,10,95,1,0,5.0,1.25,0.0,1,55,17,4,23
3,6,10,90,1,0,5.0,1.25,0.0,1,55,16,4,22
3,6,10,90,1,0,5.0,1.5,0.0,1,50,15,5,22
3,7,10,95,7,0,5.0,1.5,1.0,7,55,14,5,21
3,7,10,95,7,0,5.0,1.5,3.0,7,55,14,5,20
4,6,10,95,1,0,5.0,1.25,0.0,1,55,17,4,23
4,6,10,90,1,0,5.0,1.25,0.0,1,55,16,4,22
4,6,10,90,1,0,5.0,1.5,0.0,1,50,15,5,22
4,7,10,95,7,0,5.0,1.5,1.0,7,55,14,5,21
4,7,10,95,7,0,5.0,1.5,3.0,7,55,14,5,20
5,6,10,95,1,0,5.0,1.25,0.0,1,55,17,4,23
5,6,10,90,1,0,5.0,1.25,0.0,1,55,16,4,22
5,6,10,90,1,0,5.0,1.5,0.0,1,50,15,5,22
5,7,10,95,7,0,5.0,1.5,1.0,7,55,14,5,21
5,7,10,95,7,0,5.0,1.5,3.0,7,55,14,5,20
6,6,10,95,1,0,5.0,1.25,0.0,1,55,17,4,23
6,6,10,90,1,0,5.0,1.25,0.0,1,55,16,4,22
6,6,10,90,1,0,5.0,1.5,0.0,1,50,15,5,22
6,7,10,95,7,0,5.0,1.5,1.0,7,55,14,5,21
6,7,10,95,7,0,5.0,1.5,3.0,7,55,14,5,20
7,6,10,95,1,0,5.0,1.25,0.0,1,55,17,4,23
7,6,10,90,1,0,5.0,1.25,0.0,1,55,16,4,22
7,6,10,90,1,0,5.0,1.5,0.0,1,50,15,5,22
7,7,10,95,7,0,5.0,1.5,1.0,7,55,14,5,21
7,7,10,95,7,0,5.0,1.5,3.0,7,55,14,5,20
2,7,10,95,7,0,6.0,0.0,2.0,7,65,15,4,20
2,5,12,90,1,0,8.0,0.0,0.0,1,55,18,3,25
3,5,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
3,5,10,90,1,0,5.0,0.0,0.0,1,55,15,3,22
3,5,10,95,7,0,5.0,0.0,0.0,7,55,13,3,21
3,7,10,95,7,0,6.0,0.0,2.0,7,65,15,4,20
3,5,12,90,1,0,8.0,0.0,0.0,1,55,18,3,25
4,5,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
4,5,10,90,1,0,5.0,0.0,0.0,1,55,15,3,22
4,5,10,95,7,0,5.0,0.0,0.0,7,55,13,3,21
4,7,10,95,7,0,6.0,0.0,2.0,7,65,15,4,20
4,5,12,90,1,0,8.0,0.0,0.0,1,55,18,3,25
5,5,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
5,5,10,90,1,0,5.0,0.0,0.0,1,55,15,3,22
5,5,10,95,7,0,5.0,0.0,0.0,7,55,13,3,21
5,6,10,95,7,0,6.0,0.0,2.0,7,65,15,4,20
5,5,12,90,1,0,8.0,0.0,0.0,1,55,18,3,25
6,5,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
6,5,10,90,1,0,5.0,0.0,0.0,1,55,15,3,22
6,5,10,95,7,0,5.0,0.0,0.0,7,55,13,3,21
6,6,10,95,7,0,6.0,0.0,2.0,7,65,15,4,20
6,5,12,90,1,0,8.0,0.0,0.0,1,55,18,3,25
7,5,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
7,5,10,90,1,0,5.0,0.0,0.0,1,55,15,3,22
7,5,10,95,7,0,5.0,0.0,0.0,7,55,13,3,21
7,6,10,95,7,0,5.0,0.0,2.0,7,65,15,4,20
7,5,12,90,1,0,8.0,0.0,0.0,1,55,18,3,25
2,5,10,90,1,0,5.0,0.0,0.0,1,55,16,3,22
2,5,10,90,1,0,5.0,0.0,0.0,1,55,15,3,22
2,5,10,95,7,0,5.0,0.0,0.0,7,55,13,3,21
2,5,10,90,1,0,5.0,0.0,0.0,1,55,15,3,22
2,5,10,95,7,0,5.0,0.0,0.0,7,55,14,3,21
2,6,10,95,7,0,6.0,0.0,2.0,7,65,15,4,19
2,5,12,95,1,0,8.0,0.0,0.0,1,60,19,3,25
2,4,12,85,1,0,8.0,0.0,0.0,1,60,19,3,24
3,4,10,90,1,0,5.0,0.0,0.0,1,55,15,3,22
3,5,10,95,7,0,5.0,0.0,0.0,7,55,14,3,21
3,6,10,95,7,0,6.0,0.0,2.0,7,65,15,4,19
3,5,12,95,1,0,8.0,0.0,0.0,1,60,19,3,25
3,4,12,85,1,0,8.0,0.0,0.0,1,60,19,3,24
4,4,10,90,1,0,5.0,0.0,0.0,1,55,15,3,22
4,4,10,95,7,0,5.0,0.0,0.0,7,55,14,3,21
4,6,10,95,7,0,6.0,0.0,2.0,7,65,15,4,19
4,5,12,95,1,0,8.0,0.0,0.0,1,60,19,3,25
4,4,12,85,1,0,8.0,0.0,0.0,1,60,19,3,24
5,4,10,90,1,0,5.0,0.0,0.0,1,55,15,3,22
5,4,10,95,7,0,5.0,0.0,0.0,7,55,14,3,21
5,5,10,95,7,0,6.0,0.0,2.0,7,65,15,4,19
5,5,12,95,1,0,8.0,0.0,0.0,1,60,19,3,25
5,4,12,85,1,0,8.0,0.0,0.0,1,60,19,3,24
6,4,10,90,1,0,5.0,0.0,0.0,1,55,15,3,22
6,4,10,95,7,0,5.0,0.0,0.0,7,55,14,3,21
6,5,10,95,7,0,6.0,0.0,2.0,7,65,15,4,19
6,4,12,95,1,0,8.0,0.0,0.0,1,60,19,3,25
6,4,12,85,1,0,8.0,0.0,0.0,1,60,19,3,24
7,4,10,90,1,0,5.0,0.0,0.0,1,55,15,3,22
7,4,10,95,7,0,5.0,0.0,0.0,7,55,14,3,21
7,5,10,95,7,0,5.0,0.0,2.0,7,65,15,4,19
7,4,12,95,1,0,8.0,0.0,0.0,1,60,19,3,25
7,4,12,85,1,0,8.0,0.0,0.0,1,60,19,3,24
2,5,10,95,7,0,5.0,0.0,0.0,7,55,14,3,21
